id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
3084018061_3	3	at	2	stand	2	stand	Three men stand at a bar with drinks .
3084034954_3	5	between	4	stands	4	stands	A white suited man stands between two showgirls in a casino foyer .
3084149186_1	11	by	10	watched	10	watched	a free climber is hanging from a rock whilst being watched by a man in a green t-shirt .
3084149186_2	4	onto	3	holding	3	holding	A man is holding onto the underside of an outcropping while rock climbing .
3084149186_1	5	from	4	hanging	4	hanging	a free climber is hanging from a rock whilst being watched by a man in a green t-shirt .
3084380974_3	5	over	4	dives	1	man	A man on surfboard dives over a large wave .
3084752813_1	11	in	10	man	5	given	Three women taking food items given to them from a man in a blue jacket from the back of a truck .
3084752813_1	15	from	2	taking	5	given	Three women taking food items given to them from a man in a blue jacket from the back of a truck .
3084752813_4	9	from	3	picking	3	picking	Three women are picking up groceries and food items from the back of a truck .
3084752813_1	8	from	5	given	5	given	Three women taking food items given to them from a man in a blue jacket from the back of a truck .
3085331893_1	7	of	6	floor	6	floor	Two basketball players laying on the floor of a basketball court with other players surrounding them .
3085357792_3	2	in	1	man	1	man	A man in a blue shirt runs under a blue road marker in a race .
3085357792_1	7	past	2	jogging	2	jogging	A runner jogging on a city street past a SAMSUNG advertisement banner .
3085357792_3	7	under	6	runs	6	runs	A man in a blue shirt runs under a blue road marker in a race .
3085517960_1	11	in front of	6	gather	6	gather	A group of six adult hikers gather on a dirt road in front of a few trees in the afternoon while their leader stands in the foreground in a green jacket , pointing at something just ahead .
3085590738_2	17	for	6	speaking	9	podium	A woman in a suit is speaking at a podium at the University of Illinois at Springfield for a Holiday Stars Project .
3085590738_2	15	at	6	speaking	14	Illinois	A woman in a suit is speaking at a podium at the University of Illinois at Springfield for a Holiday Stars Project .
3085592876_2	6	around	5	sitting	5	sitting	A group of people are sitting around tables in a room .
3085594016_3	6	in	1	women	5	bank	Two women at a food bank in Central Illinois .
3085594016_1	8	with	7	woman	1	woman	A woman with a ponytail and another woman with a brown jacket donate to a food drive .
3085667865_3	3	into	2	flies	2	flies	A man flies into the air with his surfboard .
3085667865_4	6	above	2	is	2	is	A surfer is in the air above the ocean .
3085973779_3	2	near	1	child	1	child	A child near a blue stage with a colorful creature on it .
3085973779_3	6	with	5	stage	5	stage	A child near a blue stage with a colorful creature on it .
3086381851_2	10	with	9	dances	9	dances	A young man in blue jeans and an undershirt dances with a bare-midriffed young woman in a crowded nightclub .
3086381851_2	15	in	9	dances	14	woman	A young man in blue jeans and an undershirt dances with a bare-midriffed young woman in a crowded nightclub .
3086387529_2	6	by	5	dancing	5	dancing	Party goers at a rave dancing by a table with glow sticks on it .
3086401959_3	4	around	3	standing	3	standing	Young people are standing around a drum at a party .
3086523890_3	10	near	4	plays	9	dog	A big brown dog plays with a small white dog near a ball .
3086526292_3	10	near	9	stand	9	stand	Three children ' s legs are shown as they stand near a mess of silly string .
3086790344_3	2	in	1	girl	1	girl	A girl in a bikini swimming in a body of water .
3086790344_3	6	in	5	swimming	5	swimming	A girl in a bikini swimming in a body of water .
3086848252_1	11	inside	6	standing	6	standing	A man in an orange shirt standing by a potted plant inside a building .
3086848252_1	7	by	6	standing	6	standing	A man in an orange shirt standing by a potted plant inside a building .
3086859525_4	9	of	8	section	8	section	A line of people waiting in the electronics section of a Walmart .
3087095548_1	12	into	10	looking	10	looking	Several people are leaning over the side of a bridge looking down into the water .
3087095548_3	3	on	2	standing	2	standing	Many people standing on a bridge over murky water .
3087095548_1	4	over	3	leaning	3	leaning	Several people are leaning over the side of a bridge looking down into the water .
3087095548_3	6	over	5	bridge	5	bridge	Many people standing on a bridge over murky water .
3087095548_1	7	of	6	side	6	side	Several people are leaning over the side of a bridge looking down into the water .
3087239494_3	6	among	2	plays	2	plays	A man plays a drum , among a group of people are gathered in a nightclub .
3087243192_1	13	next to	12	sits	2	wearing	A woman wearing a tight metallic silver shirt and face painting , sits next to a man wearing black jeans with neon green stripes , and dark hair to his lips , in a room with other couples and black light art on the wall .
3087336221_4	3	next to	2	standing	2	standing	A boy standing next to a desk in classroom .
3087336221_3	5	next to	4	standing	4	standing	A small boy is standing next to a table in a classroom .
3087336221_3	8	in	4	standing	4	standing	A small boy is standing next to a table in a classroom .
3087485737_1	12	on	11	stands	11	stands	A young man with a Mohawk style haircut and surfer shorts stands on a boogie board at the beach .
3087525676_1	8	with	3	practicing	3	practicing	A band is practicing in a studio , with a guitarist wearing blue jeans and brown shirt in the foreground and a drummer in the background .
3088322308_2	5	along	1	walking	4	water	People walking in the water along the beach .
3088922727_1	11	in	10	woman	4	suit	A man in a suit and top hat and a woman in a blue Victorian dress sitting outside at a table .
3088922727_3	6	by	5	sit	1	man	A man and a woman sit by a small table in colonial clothing .
3088979938_1	15	for	10	looks	14	time	The old grumpy man is buried at his desk and looks up just in time for the camera .
3088979938_2	2	in	1	man	1	man	A man in a blue shirt and glasses typing at a desk with two computers on it .
3088979938_2	9	at	8	typing	8	typing	A man in a blue shirt and glasses typing at a desk with two computers on it .
3089842255_4	3	against	2	jumps	2	jumps	A girl jumps against a punching bag in a field .
3090021677_1	6	in front of	2	posing	13	locked	two men posing for a picture in front of a building with a key pad locked door .
3090021677_1	3	for	2	posing	2	posing	two men posing for a picture in front of a building with a key pad locked door .
3090021677_4	3	for	2	posing	2	posing	Two men posing for a picture at night .
3090021677_2	9	by	5	posing	1	men	Two men in black clothing posing for a picture by a colorful building .
3090021677_2	6	for	5	posing	5	posing	Two men in black clothing posing for a picture by a colorful building .
3090923153_1	12	around	11	band	7	set	A man is playing on a drum set with a white band around his wrist with two drumsticks in his hand .
3091382602_1	9	in	8	man	1	man	A man in a white shirt and a man in a black shirt in a hallway .
3091580843_2	6	past	2	walking	2	walking	A man walking on the sidewalk past storefronts .
3091580843_4	6	by	2	walks	2	walks	A man walks on the sidewalk by a sign .
3091673351_1	0	By	14	woman	19	is	By a table with several boxes and two coffee cups on it , a woman in a green sweater is opening a small box and another person ( whose head cannot be seen ) is operating a small handheld electronic device .
3091673351_2	18	near	7	holding	17	cups	A female wearing a green shirt is holding a white box in front of a table with two coffee cups near another person .
3091685699_3	3	at	2	stands	2	stands	A woman stands at a desk in a messy room with graffited walls .
3091754891_3	9	near	2	sits	5	side	A man sits on the side of a street near a kiosk .
3091863100_2	3	into	2	singing	2	singing	A man singing into a microphone as a part of his band .
3091912922_3	4	through	3	running	3	running	a tan dog running through the grass with a toy in his mouth .
3091912922_1	5	through	4	running	4	running	The brown dog is running through the grass with a yellow toy in its mouth .
3091916691_2	10	of	9	hand	9	hand	A man in a bright pink shirt shakes the hand of a bearded man in a saffron shirt .
3091916691_2	2	in	1	man	1	man	A man in a bright pink shirt shakes the hand of a bearded man in a saffron shirt .
3091921457_2	6	of	5	window	5	window	Children are staring out the window of a blue building with red shutters .
3091921457_1	11	on	7	looking	7	looking	Four children in colorful Indian clothes are looking through red shutters on a blue building .
3091921457_1	8	through	7	looking	7	looking	Four children in colorful Indian clothes are looking through red shutters on a blue building .
3092002594_1	10	behind	4	lay	9	alley	Brightly colored plastic crates lay piled high in the alley behind a brick building , near a man in blue sports clothes pushing a green dumpster .
3092002594_1	15	near	4	lay	5	piled	Brightly colored plastic crates lay piled high in the alley behind a brick building , near a man in blue sports clothes pushing a green dumpster .
3092079494_1	23	behind	22	seen	22	seen	A street alley with stores in which there are a few people walking down the alley , while one woman is being seen behind the counter of a store .
3092370204_2	2	among	1	women	1	women	Two women among a group of people in a bow-like stance .
3092756650_3	2	from	1	men	1	men	Four men from another country look at the camera .
3093523191_3	11	through	10	walk	10	walk	A man in a black coat that is about to walk through a crowd of protesters .
3093523191_3	2	in	1	man	1	man	A man in a black coat that is about to walk through a crowd of protesters .
3093533301_4	2	for	1	demonstration	1	demonstration	A demonstration for a very strongly held point of view .
3093713234_3	3	behind	2	stands	2	stands	A man stands behind some merchandise in an area with lots of candles .
3093713234_1	4	at	2	looks	2	looks	A man looks down at a collection of glass-blown lamps and other small glass products .
3093713234_2	8	behind	7	standing	7	standing	A man wearing a knit cap is standing behind a stand with light fixtures on it .
3093742683_4	10	of	9	side	9	side	A group of people looking at graffiti on the side of a building .
